date,open,high,low,close,adj_close,volume
2020-05-05,0.7,0.74,0.65,0.72,0.72,9746
2020-05-06,0.7,0.79,0.7,0.75,0.75,25276
2020-05-07,0.8,0.8,0.75,0.8,0.8,12030
2020-05-08,0.8,0.8,0.74,0.75,0.75,12722
2020-05-11,0.79,0.8,0.71,0.76,0.76,16550
2020-05-12,0.72,0.79,0.7,0.71,0.71,7913
2020-05-13,0.7,0.7615,0.7,0.7599,0.7599,25566
2020-05-14,0.76,0.76,0.71,0.72,0.72,12850
2020-05-15,0.82,0.85,0.7,0.71,0.71,32723
2020-05-18,0.71,0.76,0.69,0.72,0.72,23242
2020-05-19,0.8,0.8,0.71,0.76,0.76,19482
2020-05-20,0.72,0.84,0.72,0.79,0.79,25971
2020-05-21,0.96,0.96,0.88,0.9,0.9,37675
2020-05-22,0.9,0.9,0.83,0.83,0.83,8558
2020-05-26,0.88,0.9,0.88,0.9,0.9,8038
2020-05-27,0.89,0.93,0.89,0.9,0.9,10126
2020-05-28,0.92,0.95,0.92,0.94,0.94,10130
2020-05-29,0.95,0.95,0.9,0.9,0.9,6228
2020-06-01,0.9,0.95,0.87,0.91,0.91,6242
2020-06-02,0.87,0.92,0.87,0.88,0.88,4127
2020-06-03,0.84,0.96,0.84,0.91,0.91,6622
2020-06-04,0.88,0.91,0.84,0.86,0.86,7899
2020-06-05,0.87,0.91,0.8,0.86,0.86,29980
2020-06-08,0.9,0.93,0.82,0.89,0.89,32632
2020-06-09,0.93,0.93,0.83,0.92,0.92,17074
2020-06-10,0.93,1.0,0.93,1.0,1.0,30519
2020-06-11,1.31,1.5,1.02,1.12,1.12,416120
2020-06-12,1.2,1.23,1.01,1.14,1.14,64219
2020-06-15,1.14,1.36,1.14,1.29,1.29,167211
2020-06-16,1.33,1.8,1.12,1.12,1.12,1626679
2020-06-17,1.26,1.3,1.11,1.12,1.12,141006
2020-06-18,1.08,1.13,0.93,1.0,1.0,113364
2020-06-19,0.96,1.03,0.95,0.95,0.95,52514
2020-06-22,1.0,1.17,0.97,1.14,1.14,115494
2020-06-23,1.19,1.22,1.14,1.17,1.17,57018
2020-06-24,1.14,1.3,1.14,1.25,1.25,80674
2020-06-25,1.22,1.25,1.11,1.23,1.23,72894
2020-06-26,1.12,1.18,1.12,1.15,1.15,43772
2020-06-29,1.15,1.25,1.1473,1.1658,1.1658,46918
2020-06-30,1.16,1.27,1.16,1.26,1.26,40216
2020-07-01,1.25,1.4,1.18,1.31,1.31,95362
2020-07-02,1.3,1.39,1.3,1.31,1.31,46757
2020-07-06,1.3,1.4,1.3,1.36,1.36,49211
2020-07-07,1.36,1.42,1.35,1.37,1.37,48089
2020-07-08,1.37,1.49,1.35,1.48,1.48,57239
2020-07-09,1.5,1.5,1.45,1.49,1.49,67206
2020-07-10,1.49,1.6,1.43,1.44,1.44,179762
2020-07-13,1.48,1.54,1.39,1.46,1.46,84517
2020-07-14,1.54,1.59,1.48,1.58,1.58,85469
2020-07-15,1.59,1.59,1.52,1.52,1.52,25142
2020-07-16,1.52,1.87,1.52,1.7,1.7,848458
2020-07-17,1.76,1.76,1.59,1.71,1.71,70188
2020-07-20,1.7,1.7,1.31,1.38,1.38,111848
2020-07-21,1.34,1.36,1.31,1.31,1.31,43898
2020-07-22,1.29,1.35,1.17,1.29,1.29,38139
2020-07-23,1.2,1.39,1.2,1.25,1.25,19043
2020-07-24,1.238,1.238,1.08,1.1639,1.1639,28300
2020-07-27,1.17,1.2559,1.13,1.14,1.14,13834
2020-07-28,1.11,1.1799,1.1004,1.12,1.12,8653
2020-07-29,1.14,1.14,1.04,1.065,1.065,69784
2020-07-30,1.02,1.11,1.01,1.05,1.05,46252
2020-07-31,1.06,1.0899,1.01,1.06,1.06,26829
2020-08-03,1.12,1.4,1.02,1.365,1.365,387600
2020-08-04,1.39,1.39,1.2054,1.275,1.275,82279
2020-08-05,1.24,1.33,1.2301,1.3,1.3,36347
2020-08-06,1.26,1.31,1.24,1.2652,1.2652,34534
2020-08-07,1.27,1.28,1.2,1.2612,1.2612,17855
2020-08-10,1.25,1.27,1.21,1.21,1.21,18360
2020-08-11,1.16,1.2799,1.15,1.15,1.15,34183
2020-08-12,1.24,1.24,1.05,1.1,1.1,50561
2020-08-13,1.07,1.22,1.07,1.1,1.1,33512
2020-08-14,1.19,1.19,1.05,1.0999,1.0999,54637
2020-08-17,1.09,1.16,1.0851,1.14,1.14,18451
2020-08-18,1.16,1.27,1.1193,1.1899,1.1899,176231
2020-08-19,1.2,1.21,1.1,1.1,1.1,50989
2020-08-20,1.06,1.1355,1.06,1.1355,1.1355,17291
2020-08-21,1.2,1.2,1.0901,1.125,1.125,22318
2020-08-24,1.1,1.17,1.08,1.08,1.08,27589
2020-08-25,1.0901,1.13,1.09,1.09,1.09,3853
2020-08-26,1.08,1.1099,1.075,1.1,1.1,19799
2020-08-27,1.075,1.0947,1.06,1.06,1.06,13571
2020-08-28,1.11,1.2738,1.11,1.2,1.2,250412
2020-08-31,1.2,1.2,1.11,1.12,1.12,22193
2020-09-01,1.16,1.18,1.1,1.17,1.17,43516
2020-09-02,1.1204,1.18,1.12,1.13,1.13,17240
2020-09-03,1.132,1.15,1.06,1.11,1.11,32074
2020-09-04,1.09,1.11,1.068,1.1,1.1,27247
2020-09-08,1.09,1.14,1.07,1.14,1.14,17481
2020-09-09,1.11,1.14,1.07,1.09,1.09,9963
2020-09-10,1.08,1.09,1.07,1.07,1.07,26856
2020-09-11,1.08,1.09,1.06,1.06,1.06,22739
2020-09-14,1.084,1.09,1.06,1.09,1.09,11490
2020-09-15,1.11,1.1104,1.07,1.1,1.1,13679
2020-09-16,1.1,1.1204,1.08,1.12,1.12,7630
2020-09-17,1.09,1.0999,1.07,1.09,1.09,6684
2020-09-18,1.075,1.08,1.06,1.06,1.06,12246
2020-09-21,1.08,1.08,1.06,1.06,1.06,3862
2020-09-22,1.07,1.1196,1.061,1.07,1.07,8644
2020-09-23,1.085,1.085,1.07,1.0752,1.0752,4587
2020-09-24,1.07,1.09,1.06,1.07,1.07,22408
2020-09-25,1.06,1.11,1.06,1.1,1.1,33995
2020-09-28,1.15,1.21,1.075,1.1501,1.1501,238983
2020-09-29,1.13,1.17,1.09,1.1283,1.1283,78815
2020-09-30,1.1182,1.1345,1.09,1.105,1.105,18678
2020-10-01,1.11,1.13,1.11,1.13,1.13,4725
2020-10-02,1.1,1.14,1.09,1.1,1.1,17237
2020-10-05,1.1,1.13,1.09,1.11,1.11,11109
2020-10-06,1.13,1.13,1.11,1.11,1.11,1777
2020-10-07,1.115,1.115,1.095,1.1,1.1,6447
2020-10-08,1.09,1.09,1.07,1.09,1.09,5607
2020-10-09,1.0899,1.09,1.07,1.08,1.08,26776
2020-10-12,1.07,1.43,1.06,1.19,1.19,994439
2020-10-13,1.24,1.29,1.06,1.09,1.09,184798
2020-10-14,1.09,1.17,1.0811,1.15,1.15,85680
2020-10-15,1.1,1.18,1.1,1.166,1.166,59878
2020-10-16,1.16,1.259,1.14,1.1852,1.1852,174273
2020-10-19,1.22,1.4,1.14,1.22,1.22,682585
2020-10-20,1.24,1.29,1.24,1.245,1.245,96601
2020-10-21,1.28,1.28,1.18,1.18,1.18,51733
2020-10-22,1.19,1.28,1.17,1.26,1.26,296487
2020-10-23,1.25,1.25,1.2,1.23,1.23,23361
2020-10-26,1.23,1.23,1.09,1.1,1.1,95787
2020-10-27,1.1147,1.13,1.11,1.12,1.12,14500
2020-10-28,1.12,1.12,1.09,1.09,1.09,35780
2020-10-29,1.11,1.11,1.09,1.09,1.09,13207
2020-10-30,1.09,1.1,1.08,1.09,1.09,28831
2020-11-02,1.09,1.14,1.09,1.1,1.1,35479
2020-11-03,1.115,1.17,1.115,1.1319,1.1319,56528
2020-11-04,1.17,1.18,1.12,1.13,1.13,32327
2020-11-05,1.14,1.15,1.11,1.13,1.13,56284
2020-11-06,1.14,1.19,1.125,1.155,1.155,57915
2020-11-09,1.13,1.19,1.13,1.15,1.15,24477
2020-11-10,1.15,1.1622,1.13,1.15,1.15,25393
2020-11-11,1.14,1.16,1.14,1.14,1.14,20450
2020-11-12,1.15,1.25,1.15,1.22,1.22,286800
2020-11-13,1.15,1.17,1.1001,1.1333,1.1333,67361
2020-11-16,1.15,1.15,1.11,1.12,1.12,17079
2020-11-17,1.15,1.15,1.11,1.13,1.13,29893
2020-11-18,1.15,1.2,1.12,1.16,1.16,127713
2020-11-19,1.17,1.22,1.16,1.16,1.16,64522
2020-11-20,1.18,1.18,1.14,1.15,1.15,32623
2020-11-23,1.18,1.19,1.16,1.17,1.17,34893
2020-11-24,1.18,1.25,1.1773,1.21,1.21,190385
2020-11-25,1.26,1.2893,1.215,1.27,1.27,199166
2020-11-27,1.3,1.3,1.21,1.24,1.24,34515
2020-11-30,1.24,1.24,1.2,1.22,1.22,30539
2020-12-01,1.19,1.22,1.15,1.15,1.15,30731
2020-12-02,1.19,1.2047,1.15,1.17,1.17,11508
2020-12-03,1.17,1.24,1.17,1.23,1.23,73166
2020-12-04,1.19,1.24,1.18,1.18,1.18,42428
2020-12-07,1.19,1.25,1.18,1.19,1.19,19253
2020-12-08,1.23,1.23,1.19,1.19,1.19,27290
2020-12-09,1.19,1.21,1.13,1.15,1.15,54904
2020-12-10,1.15,1.19,1.15,1.1781,1.1781,4644
2020-12-11,1.16,1.19,1.16,1.1602,1.1602,13216
2020-12-14,1.17,1.21,1.16,1.17,1.17,21153
2020-12-15,1.18,1.2,1.16,1.2,1.2,6063
2020-12-16,1.16,1.2001,1.16,1.2,1.2,44379
2020-12-17,1.2,1.2,1.16,1.18,1.18,5972
2020-12-18,1.16,1.2002,1.16,1.2002,1.2002,9939
2020-12-21,1.18,1.2,1.18,1.2,1.2,12050
2020-12-22,1.2,1.23,1.1601,1.18,1.18,12470
2020-12-23,1.21,1.3,1.18,1.28,1.28,78500
2020-12-24,1.27,1.2799,1.2,1.2799,1.2799,49926
2020-12-28,1.28,1.28,1.2,1.21,1.21,49683
2020-12-29,1.19,1.23,1.17,1.19,1.19,139609
2020-12-30,1.17,1.21,1.16,1.19,1.19,21848
2020-12-31,1.2,1.21,1.18,1.19,1.19,32248
2021-01-04,1.17,1.22,1.17,1.18,1.18,17972
2021-01-05,1.2,1.2735,1.1901,1.23,1.23,21266
2021-01-06,1.23,1.3,1.2152,1.22,1.22,41438
2021-01-07,1.3,1.3,1.23,1.2686,1.2686,20353
2021-01-08,1.27,1.2838,1.22,1.241,1.241,18579
2021-01-11,1.27,1.2999,1.2582,1.26,1.26,28256
2021-01-12,1.25,1.2601,1.2,1.248,1.248,62610
2021-01-13,1.2101,1.26,1.21,1.21,1.21,31571
2021-01-14,1.23,1.3,1.22,1.26,1.26,43054
2021-01-15,1.25,1.46,1.24,1.26,1.26,109213
2021-01-19,1.3,1.394,1.27,1.3038,1.3038,63308
2021-01-20,1.31,1.51,1.3,1.38,1.38,206115
2021-01-21,1.41,1.42,1.3503,1.4,1.4,45028
2021-01-22,1.48,1.4899,1.3,1.35,1.35,80833
2021-01-25,1.44,1.46,1.332,1.3882,1.3882,32534
2021-01-26,1.43,1.43,1.37,1.38,1.38,14768
2021-01-27,1.32,1.3791,1.26,1.32,1.32,61115
2021-01-28,1.3,1.3563,1.27,1.27,1.27,44818
2021-01-29,1.3,1.42,1.3,1.3137,1.3137,104996
2021-02-01,1.35,1.36,1.31,1.34,1.34,27747
2021-02-02,1.34,1.41,1.34,1.4,1.4,25264
2021-02-03,1.41,1.41,1.35,1.36,1.36,21203
2021-02-04,3.67,19.75,3.45,14.3,14.3,310025935
2021-02-05,10.02,10.12,5.6001,6.33,6.33,18171518
2021-02-08,6.1688,7.5,5.46,5.85,5.85,5239331
2021-02-09,6.05,6.39,5.91,6.21,6.21,2240832
2021-02-10,6.6645,6.7,6.0,6.08,6.08,2348860
2021-02-11,6.02,6.25,5.37,5.62,5.62,1095029
2021-02-12,5.97,6.3,5.57,5.72,5.72,1613627
2021-02-16,5.77,6.34,5.7,5.9,5.9,1548633
2021-02-17,5.8212,6.36,5.65,6.02,6.02,1577710
2021-02-18,5.97,6.25,5.65,5.75,5.75,1029362
2021-02-19,5.67,5.8603,5.45,5.66,5.66,498146
2021-02-22,5.62,5.66,5.202,5.39,5.39,1043837
2021-02-23,5.21,5.65,4.45,4.46,4.46,863532
2021-02-24,4.58,5.14,4.58,5.06,5.06,264454
2021-02-25,5.4326,5.4369,4.94,5.06,5.06,283249
2021-02-26,5.05,5.64,4.6545,5.05,5.05,1321197
2021-03-01,5.02,5.26,4.91,5.15,5.15,221621
2021-03-02,5.17,5.17,4.91,5.07,5.07,128711
2021-03-03,5.0,5.1612,4.63,4.63,4.63,146715
2021-03-04,4.51,4.63,4.05,4.26,4.26,249234
2021-03-05,4.21,4.34,3.94,4.08,4.08,177286
2021-03-08,4.19,4.5494,3.9005,4.01,4.01,382925
2021-03-09,4.19,4.59,4.18,4.37,4.37,441066
2021-03-10,4.81,5.12,4.4,4.5,4.5,911073
2021-03-11,4.5235,4.93,4.32,4.78,4.78,447465
2021-03-12,4.8,4.9499,4.39,4.47,4.47,422560
2021-03-15,4.79,4.79,4.4306,4.66,4.66,193081
2021-03-16,4.64,4.7301,4.12,4.26,4.26,236291
2021-03-17,4.23,4.65,4.23,4.6,4.6,294094
2021-03-18,4.53,5.14,4.4628,4.74,4.74,681868
2021-03-19,4.81,5.5,4.64,5.29,5.29,1743447
2021-03-22,5.32,6.06,4.8701,5.01,5.01,2423557
2021-03-23,4.9,4.95,4.2,4.39,4.39,816013
2021-03-24,4.3,4.44,4.0,4.09,4.09,273982
2021-03-25,4.0,4.1399,3.77,3.97,3.97,207284
2021-03-26,4.3,5.44,4.3,4.92,4.92,5809520
2021-03-29,4.39,4.68,4.2,4.36,4.36,714390
2021-03-30,4.42,4.45,4.2,4.27,4.27,265390
2021-03-31,4.2,4.75,4.2,4.37,4.37,2152571
2021-04-01,4.41,4.5,4.17,4.19,4.19,382299
2021-04-05,4.15,4.29,4.07,4.2,4.2,132172
2021-04-06,4.14,4.25,3.96,3.99,3.99,247077
2021-04-07,3.99,4.0,3.8,3.99,3.99,172766
2021-04-08,4.0,4.14,3.86,4.06,4.06,311755
2021-04-09,4.06,4.06,3.9,4.06,4.06,84271
2021-04-12,4.05,4.05,3.72,3.76,3.76,173813
2021-04-13,3.74,3.75,3.21,3.31,3.31,293940
2021-04-14,3.35,3.45,3.29,3.37,3.37,94782
2021-04-15,3.35,3.83,3.05,3.09,3.09,1646233
2021-04-16,3.0,3.03,2.7385,2.81,2.81,230637
2021-04-19,2.85,3.03,2.795,2.99,2.99,172984
2021-04-20,2.93,2.9883,2.77,2.85,2.85,73722
2021-04-21,2.82,2.95,2.75,2.76,2.76,93253
2021-04-22,2.76,2.95,2.72,2.75,2.75,58512
2021-04-23,2.75,2.882,2.7,2.84,2.84,277695
2021-04-26,2.89,3.18,2.88,3.03,3.03,279722
2021-04-27,3.1,3.28,3.05,3.2,3.2,346582
2021-04-28,3.32,3.3971,3.21,3.33,3.33,145042
2021-04-29,3.41,3.5,3.1693,3.36,3.36,179534
2021-04-30,3.29,3.3401,3.09,3.09,3.09,121082
2021-05-03,3.09,3.29,3.0,3.03,3.03,119135
2021-05-04,3.03,3.1172,2.86,2.9,2.9,47608
2021-05-05,2.83,3.07,2.83,3.03,3.03,73113
2021-05-06,3.0,3.02,2.82,2.86,2.86,61373
2021-05-07,2.85,3.0,2.85,2.91,2.91,29661
2021-05-10,2.86,2.93,2.81,2.88,2.88,34028
2021-05-11,2.82,2.93,2.77,2.88,2.88,83986
2021-05-12,2.8,2.8783,2.7,2.74,2.74,45953
2021-05-13,2.72,2.7494,2.5601,2.61,2.61,41844
2021-05-14,2.63,2.76,2.61,2.75,2.75,59818
2021-05-17,2.77,2.96,2.72,2.96,2.96,52655
2021-05-18,2.9,3.0,2.86,2.95,2.95,79420
2021-05-19,2.84,2.9,2.71,2.86,2.86,37956
2021-05-20,2.83,2.99,2.8,2.89,2.89,38820
2021-05-21,2.89,3.06,2.8799,2.93,2.93,314661
2021-05-24,2.92,3.05,2.77,2.77,2.77,57799
2021-05-25,2.84,2.9,2.71,2.77,2.77,48854
2021-05-26,2.84,2.95,2.73,2.91,2.91,52346
2021-05-27,2.815,3.0,2.815,2.95,2.95,58018
2021-05-28,2.92,3.05,2.8991,2.98,2.98,54984
2021-06-01,3.0,3.0565,2.95,3.0,3.0,55367
2021-06-02,3.14,3.1681,2.96,3.12,3.12,157098
2021-06-03,3.19,3.29,3.01,3.24,3.24,130705
2021-06-04,3.24,3.51,3.2,3.24,3.24,238259
2021-06-07,3.24,3.35,3.19,3.35,3.35,34400
2021-06-08,3.37,3.45,3.32,3.33,3.33,65870
2021-06-09,3.41,3.48,3.31,3.31,3.31,39023
2021-06-10,3.37,3.404,3.11,3.22,3.22,40042
2021-06-11,3.24,3.2804,3.14,3.19,3.19,29401
2021-06-14,3.18,3.44,3.1654,3.24,3.24,641687
2021-06-15,3.23,3.29,3.1,3.12,3.12,48574
2021-06-16,3.12,3.1303,3.0073,3.01,3.01,38887
2021-06-17,3.03,3.04,2.9,2.95,2.95,42138
2021-06-24,2.97,3.12,2.9442,3.02,3.02,55587
2021-06-25,3.07,3.1,2.98,3.05,3.05,63417
2021-06-28,3.05,3.0885,2.91,2.95,2.95,27904
2021-06-29,2.93,3.15,2.93,3.08,3.08,111519
2021-06-30,3.15,3.18,3.01,3.08,3.08,72304
2021-07-01,3.09,3.18,2.95,2.96,2.96,39400
2021-07-02,2.99,2.99,2.84,2.88,2.88,44492
2021-07-06,2.88,2.91,2.81,2.87,2.87,39056
2021-07-07,2.83,2.87,2.7,2.75,2.75,47730
2021-07-08,2.66,2.8,2.58,2.66,2.66,50801
2021-07-09,2.675,2.78,2.67,2.73,2.73,73945
2021-07-12,2.76,2.9499,2.7,2.87,2.87,113301
2021-07-13,2.7816,2.92,2.75,2.8,2.8,40464
2021-07-14,2.839,3.25,2.8,2.98,2.98,438676
2021-07-15,2.98,4.75,2.9401,3.83,3.83,43796169
2021-07-16,3.155,3.35,2.485,3.1,3.1,4465491
2021-07-19,2.91,2.99,2.65,2.98,2.98,650219
2021-07-20,3.02,3.3,2.9,3.2788,3.2788,377662
2021-07-21,3.25,3.41,3.14,3.19,3.19,278788
2021-07-22,3.14,3.47,3.1,3.33,3.33,307689
2021-07-23,3.26,4.2699,3.16,4.13,4.13,2327650
2021-07-26,4.0257,4.03,3.2157,3.22,3.22,741279
2021-07-27,3.25,3.35,2.98,3.08,3.08,209542
2021-07-28,3.26,3.3,3.0753,3.3,3.3,104620
2021-07-29,3.34,3.394,3.11,3.16,3.16,151621
2021-07-30,3.19,3.21,3.0701,3.11,3.11,74820
2021-08-02,3.12,3.22,3.01,3.07,3.07,227236
2021-08-03,3.08,3.11,2.83,2.88,2.88,123916
2021-08-04,2.92,2.9999,2.89,2.9,2.9,26045
2021-08-05,2.86,2.92,2.85,2.87,2.87,44062
2021-08-06,2.8879,2.9,2.83,2.86,2.86,31407
2021-08-09,2.89,2.91,2.86,2.86,2.86,47817
2021-08-10,2.86,2.94,2.86,2.88,2.88,41491
2021-08-11,2.97,2.99,2.9,2.94,2.94,38444
2021-08-12,2.9,2.9682,2.76,2.8,2.8,123966
2021-08-13,2.76,2.98,2.51,2.71,2.71,254498
2021-08-16,2.65,2.7422,2.59,2.63,2.63,54953
2021-08-17,2.6,2.64,2.5,2.59,2.59,84762
2021-08-18,2.6,2.69,2.51,2.52,2.52,57484
2021-08-19,2.51,2.57,2.5,2.52,2.52,29812
2021-08-20,2.52,2.6673,2.52,2.58,2.58,31716
2021-08-23,2.58,2.64,2.495,2.53,2.53,57230
2021-08-24,2.54,2.94,2.54,2.63,2.63,230202
2021-08-25,2.61,2.7,2.56,2.63,2.63,98470
2021-08-26,2.67,2.67,2.5646,2.63,2.63,25380
2021-08-27,2.62,2.69,2.61,2.66,2.66,35365
2021-08-30,2.68,2.74,2.64,2.7,2.7,45858
2021-08-31,2.75,2.79,2.66,2.78,2.78,31988
2021-09-01,2.87,2.87,2.705,2.8,2.8,33312
2021-09-02,2.82,2.85,2.76,2.77,2.77,40538
2021-09-03,2.76,2.79,2.76,2.77,2.77,10436
2021-09-07,2.77,2.85,2.77,2.82,2.82,19676
2021-09-08,2.7967,2.99,2.67,2.71,2.71,68788
2021-09-09,2.73,2.88,2.72,2.78,2.78,120601
2021-09-10,2.78,2.91,2.7105,2.85,2.85,138001
2021-09-13,2.85,2.89,2.8,2.87,2.87,33875
2021-09-14,2.87,2.87,2.77,2.83,2.83,24210
2021-09-15,2.83,2.83,2.73,2.81,2.81,14840
2021-09-16,2.75,2.8099,2.72,2.76,2.76,22833
2021-09-17,2.76,2.79,2.62,2.68,2.68,17614
2021-09-20,2.57,2.67,2.3,2.33,2.33,103985
2021-09-21,2.37,2.43,2.35,2.41,2.41,20455
2021-09-22,2.43,2.49,2.41,2.44,2.44,32412
2021-09-23,2.442,2.47,2.36,2.36,2.36,34490
2021-09-24,2.34,2.43,2.34,2.4,2.4,16720
2021-09-27,2.4,2.4,2.35,2.37,2.37,20345
2021-09-28,2.4,2.49,2.37,2.47,2.47,40845
2021-09-29,2.48,2.48,2.3058,2.35,2.35,18548
2021-09-30,2.35,2.42,2.31,2.34,2.34,33875
2021-10-01,2.3293,2.4,2.3293,2.4,2.4,13162
2021-10-04,2.39,2.4,2.3101,2.37,2.37,11054
2021-10-05,2.34,2.36,2.26,2.2638,2.2638,20118
2021-10-06,2.26,2.26,2.2,2.22,2.22,17155
2021-10-07,2.29,2.35,2.2401,2.27,2.27,14604
2021-10-08,2.28,2.33,2.28,2.3,2.3,6796
2021-10-11,2.31,2.35,2.22,2.34,2.34,17767
2021-10-12,2.29,2.73,2.26,2.39,2.39,332464
2021-10-13,2.39,2.4065,2.25,2.28,2.28,29881
2021-10-14,2.34,2.34,2.26,2.2801,2.2801,17979
2021-10-15,2.27,2.58,2.26,2.4642,2.4642,214549
2021-10-18,2.45,2.5,2.3446,2.39,2.39,22769
2021-10-19,2.49,2.67,2.31,2.56,2.56,223846
2021-10-20,2.57,2.9,2.36,2.44,2.44,378777
2021-10-21,2.45,2.6,2.27,2.42,2.42,133465
2021-10-22,2.38,2.41,2.34,2.34,2.34,36341
2021-10-25,2.32,2.42,2.24,2.39,2.39,56283
2021-10-26,2.46,2.46,2.34,2.34,2.34,41847
2021-10-27,2.34,2.47,2.27,2.28,2.28,75893
2021-10-28,2.25,2.29,2.22,2.25,2.25,18773
2021-10-29,2.22,2.3,2.2,2.27,2.27,16219
2021-11-01,2.27,2.37,2.25,2.285,2.285,23753
